# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Sep 26 20:00:59 2025
#
# User ID:         holographic.sol
#
# User preference: archive defaults
#
# COLUMN star_name:      Star Name
# COLUMN hip_name:       HIP Name
# COLUMN hd_name:        HD Name
# COLUMN gj_name:        GJ Name
# COLUMN tm_name:        2MASS Name
# COLUMN st_exocatflag:  ExoCat List Flag
# COLUMN st_coronagflag: Exo-C List Flag
# COLUMN st_starshadeflag: Exo-S List Flag
# COLUMN st_wfirstflag:  WFIRST List Flag
# COLUMN st_lbtiflag:    LBTI List Flag
# COLUMN st_rvflag:      Known RV Data
# COLUMN st_ppnum:       Number of Planets in System
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_vmag:        V-band [mag]
# COLUMN st_vmagerr:     V-band Unc. [mag]
# COLUMN st_vmagsrc:     V-band Source
# COLUMN st_bmv:         B-V [mag]
# COLUMN st_bmverr:      B-V Unc. [mag]
# COLUMN st_bmvsrc:      B-V Source
# COLUMN st_spttype:     Spectral Type
# COLUMN st_lbol:        Stellar Bolometric Luminosity [Solar]
# COLUMN st_lbolerr:     Stellar Bolometric Luminosity Unc. [Solar]
# COLUMN st_lbolsrc:     Stellar Bolometric Luminosity Source
# COLUMN wds_designation: WDS Designation
# COLUMN wds_sep:        WDS Angular Separation [arcsec]
# COLUMN wds_deltamag:   WDS Magnitude Difference [mag]
# COLUMN st_fracplxunc:  Fractional Parallax Uncertainty
# COLUMN st_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN st_pmraerr:     Proper Motion (RA) Unc. [mas/yr]
# COLUMN st_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN st_pmdecerr:    Proper Motion (Dec) Unc. [mas/yr]
# COLUMN st_glon:        Galactic Longitude [deg]
# COLUMN st_glat:        Galactic Latitude [deg]
# COLUMN st_vmk:         V-K [mag]
# COLUMN st_vmkerr:      V-K Unc. [mag]
# COLUMN st_kmagsrc:     K-band Source
# COLUMN st_mbol:        Bolometric Magnitude [mag]
# COLUMN st_mbolerr:     Bolometric Magnitude Unc. [mag]
# COLUMN st_mbolsrc:     Bolometric Magnitude Source
# COLUMN st_mbolflag:    Bolometric Magnitude Contamination Flag
# COLUMN st_spttag:      Spectral Type Tag
# COLUMN st_lumclass:    Luminosity Class
# COLUMN st_eeidau:      Earth-Equivalent Insolation Distance [au]
# COLUMN st_eeidauerr:   Earth-Equivalent Insolation Distance Unc. [au]
# COLUMN st_eeidmas:     Earth-Equivalent Insolation Distance [mas]
# COLUMN st_eeidmaserr:  Earth-Equivalent Insolation Distance Unc. [mas]
# COLUMN st_fpbearth:    Fractional Planet Brightness
# COLUMN st_fpbeartherr: Fractional Planet Brightness Unc.
# COLUMN st_vmagearth:   Earth-Equivalent V-band Magnitude [mag]
# COLUMN st_vmageartherr: Earth-Equivalent V-band Magnitude Unc. [mag]
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr:     Stellar Effective Temperature Unc. [K]
# COLUMN st_teffsrc:     Stellar Effective Temperature Source
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr:      Stellar Radius Unc. [Solar radii]
# COLUMN st_radsrc:      Stellar Radius Source
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr:     Stellar Mass Unc. [Solar mass]
# COLUMN st_masssrc:     Stellar Mass Source
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr:     Stellar Surface Gravity Unc. [log10(cm/s**2)]
# COLUMN st_loggsrc:     Stellar Surface Gravity Source
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_ageerr:      Stellar Age Unc. [Gyr]
# COLUMN st_agesrc:      Stellar Age Source
# COLUMN st_actclass:    Activity Class
# COLUMN st_metfe:       Stellar Metallicity [dex]
# COLUMN st_metfeerr:    Stellar Metallicity Unc. [dex]
# COLUMN st_metfesrc:    Stellar Metallicity Source
# COLUMN st_metratio:    Metallicity Ratio
# COLUMN st_probeflag:   Probe List Flag
# COLUMN st_k2flag:      K2 Flag
# COLUMN st_k2campaign:  K2 Campaign
# COLUMN st_nts:         Number of Time Series
# COLUMN st_nplc:        Number of Planet Transit Light Curves
# COLUMN st_nglc:        Number of General Light Curves
# COLUMN st_nrvc:        Number of Radial Velocity Curves
# COLUMN st_naxa:        Number of Amateur Light Curves
# COLUMN st_nimg:        Number of Images
# COLUMN st_nspec:       Number of Spectra
# COLUMN st_j2m:         J-band (2MASS) [mag]
# COLUMN st_j2merr:      J-band (2MASS) Unc. [mag]
# COLUMN st_j2mlim:      J-band (2MASS) Limit Flag
# COLUMN st_h2m:         H-band (2MASS) [mag]
# COLUMN st_h2merr:      H-band (2MASS) Unc. [mag]
# COLUMN st_h2mlim:      H-band (2MASS) Limit Flag
# COLUMN st_ks2m:        Ks-band (2MASS) [mag]
# COLUMN st_ks2merr:     Ks-band (2MASS) Unc. [mag]
# COLUMN st_ks2mlim:     Ks-band (2MASS) Limit Flag
# COLUMN st_wise1:       WISE 3.4um [mag]
# COLUMN st_wise1err:    WISE 3.4um Unc. [mag]
# COLUMN st_wise1lim:    WISE 3.4um Limit Flag
# COLUMN st_wise2:       WISE 4.6um [mag]
# COLUMN st_wise2err:    WISE 4.6um Unc. [mag]
# COLUMN st_wise2lim:    WISE 4.6um Limit Flag
# COLUMN st_wise3:       WISE 12.um [mag]
# COLUMN st_wise3err:    WISE 12.um Unc. [mag]
# COLUMN st_wise3lim:    WISE 12.um Limit Flag
# COLUMN st_wise4:       WISE 22.um [mag]
# COLUMN st_wise4err:    WISE 22.um Unc. [mag]
# COLUMN st_wise4lim:    WISE 22.um Limit Flag
#
rowid,star_name,hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_lbtiflag,st_rvflag,st_ppnum,rastr,ra,decstr,dec,st_dist,st_disterr1,st_disterr2,st_vmag,st_vmagerr,st_vmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_spttype,st_lbol,st_lbolerr,st_lbolsrc,wds_designation,wds_sep,wds_deltamag,st_fracplxunc,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_glon,st_glat,st_vmk,st_vmkerr,st_kmagsrc,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_spttag,st_lumclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_teff,st_tefferr,st_teffsrc,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_logg,st_loggerr,st_loggsrc,st_age,st_ageerr,st_agesrc,st_actclass,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_probeflag,st_k2flag,st_k2campaign,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim
126,GJ 328,HIP 43790,,GJ 328,2MASS J08550761+0132472,1,0,1,0,0,1,1,08h55m07.60s,133.781648,+01d32m56.6s,1.549046,19.79,0.82,-0.76,9.990,0.000,G,1.370,0.010,G,M1,0.100,0.090,V-K,,,,0.04,45.800,,-1044.300,,226.702874,28.001929,3.640,0.030,2MASS,8.510,0.090,,0,M,MAINSEQ,0.31,,15.60,,0.00,,32.28,,3920.00,,V-K,0.67,,Turnbull,0.55,,Turnbull,,,,,,,,,,,,1,0,,2,0,1,1,0,2,0,7.191,0.027,0,6.523,0.018,0,6.352,0.026,0,6.301,0.081,0,6.185,0.026,0,6.271,0.015,0,6.213,0.053,0
127,HIP 44127,HIP 44127,HD 76644,GJ 331 A,2MASS J08591246+4802304 A,1,1,1,0,0,0,0,08h59m12.84s,134.803495,+48d02m32.5s,48.042350,14.51,,,3.100,0.020,VT,0.210,0.020,BVT-Blue,A7IV,10.180,0.060,V-K,08592+4803,,,0.00,-441.100,,-215.200,,171.511670,40.837263,0.390,0.050,1966CoLPL...4...99J,2.290,0.020,,0,A,MAINSEQ,3.19,,219.87,,0.00,,30.46,,7769.00,,Gray,1.76,,Turnbull,1.81,,Turnbull,3.91,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.781,0.230,0,2.763,0.184,0,2.660,0.240,0,,,,,,,,,,,,
128,HIP 44248 A,HIP 44248 A,HD 76943,GJ 332 A,2MASS J09003845+4146583 A,1,1,1,0,0,0,0,09h00m38.75s,135.161468,+41d47m00.4s,41.783444,16.07,0.16,-0.16,3.970,0.020,VT,0.440,0.020,BVT-Blue,F5V,5.610,0.070,V-K,09006+4147,0.50000,2.300,0.01,-487.700,,-219.300,,179.803356,41.182968,1.050,0.050,1968ApJ...152..465J,2.940,0.040,,1,F,MAINSEQ,2.37,,147.42,,0.00,,30.69,,6538.00,,Gray,1.85,,Turnbull,1.56,,Turnbull,3.98,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,3.209,0.268,0,3.082,0.254,0,3.003,0.358,0,,,,,,,,,,,,
129,HIP 44901,HIP 44901,HD 78209,GJ 3534,2MASS J09085226+5136168,1,1,0,0,0,0,0,09h08m52.39s,137.218274,+51d36m17.0s,51.604727,28.82,0.29,-0.29,4.440,0.020,VT,0.290,0.010,G,Am,11.380,0.100,B-V,09089+5136,,,0.01,-137.800,,-32.500,,166.569968,42.015926,,,,2.140,0.030,,0,A,MAINSEQ,3.37,,117.07,,0.00,,31.93,,7231.00,,B-V,2.15,,Turnbull,1.87,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,4.147,0.284,0,4.038,0.236,0,4.042,0.280,0,,,,,,,,,,,,
130,HIP 45038 A,HIP 45038 A,HD 78154,GJ 335 A,2MASS J09102351+6708030 A,1,1,0,0,1,0,0,09h10m23.53s,137.598026,+67d08m03.3s,67.134239,20.38,0.21,-0.20,4.800,0.000,G,0.490,0.010,G,F7IV-V,4.330,0.050,V-K,09104+6708,4.30000,3.980,0.01,12.900,,-90.800,,146.875845,38.113071,1.270,0.050,1991ApJ...368..264A,3.250,0.020,,1,F,MAINSEQ,2.08,,102.13,,0.00,,31.24,,6180.00,,V-K,1.81,,Turnbull,1.46,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.921,0.338,0,3.718,0.324,0,3.562,0.364,0,,,,,,,,,,,,
131,HIP 45170,HIP 45170,HD 79096,GJ 337 A,2MASS J09121762+1459454 A,1,0,0,1,0,0,0,09h12m17.87s,138.074440,+14d59m43.6s,14.995441,20.36,0.21,-0.20,6.480,0.020,VT,0.730,0.000,G,G9V,1.030,0.050,V-K,09123+1500,,,0.01,-524.500,,245.100,,214.652838,37.858558,1.820,0.020,2MASS,4.940,0.040,,0,G,MAINSEQ,1.02,,49.87,,0.00,,31.36,,5270.00,,Gray,1.22,,Turnbull,1.01,,Turnbull,4.29,,Gray,,,,I,,,,,1,0,,1,0,1,0,0,2,0,5.121,0.021,0,4.773,0.036,0,4.664,0.017,0,,,,,,,,,,,,
132,HIP 45238,HIP 45238,HD 80007,GJ 339.2,2MASS J09131197-6943017,0,1,0,0,0,0,0,09h13m11.98s,138.299896,-69d43m02.0s,-69.717209,34.08,0.54,-0.56,1.680,,,0.000,,,A1 III,,,,,,,,-157.660,0.560,108.910,0.420,285.978467,-14.407199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,1.493,0.318,0,1.500,0.216,0,1.487,0.240,0,,,,,,,,,,,,
133,HIP 46509,HIP 46509,HD 81997 A,GJ 348 A,2MASS J09290891-0246083,1,1,0,0,0,0,0,09h29m08.84s,142.286828,-02d46m08.2s,-2.768956,17.33,0.72,-0.67,4.590,0.010,G,0.410,0.020,G,F5V,3.720,0.110,V-K,09291-0246,,,0.04,100.900,,-3.100,,236.230601,32.856965,1.090,0.050,1991ApJ...368..264A,3.400,0.090,,0,F,MAINSEQ,1.93,,111.24,,0.00,,30.86,,6488.00,,V-K,1.52,,Turnbull,1.40,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.907,0.252,0,3.582,0.210,0,3.560,0.242,0,,,,,,,,,,,,
134,HIP 46651 A,HIP 46651 A,HD 82434,GJ 351 A,2MASS J09304200-4028004 A,1,1,0,0,0,0,0,09h30m42.11s,142.675471,-40d28m00.8s,-40.466888,18.81,0.19,-0.19,3.600,0.010,G,0.370,0.020,G,F2IV,10.650,0.060,V-K,09307-4028,0.90000,1.210,0.01,-147.100,,48.600,,266.776853,7.910051,0.840,0.050,1966CoLPL...4...99J,2.230,0.030,,1,F,MAINSEQ,3.26,,173.47,,0.00,,31.01,,6837.00,,Gray,2.32,,Turnbull,1.83,,Turnbull,3.77,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.822,0.296,0,2.700,0.234,0,2.673,0.268,0,,,,,,,,,,,,
135,HIP 46733,HIP 46733,HD 81937,GJ 3559,2MASS J09313170+6303427,1,1,0,0,1,0,0,09h31m31.57s,142.881540,+63d03m42.5s,63.061795,23.82,,,3.640,0.020,VT,0.360,0.020,G,F0IV,16.460,0.060,V-K,09315+6304,,,0.00,107.500,,26.900,,150.639981,41.743230,0.820,0.050,1966CoLPL...4...99J,1.750,0.020,,0,F,MAINSEQ,4.06,,170.34,,0.00,,31.52,,6875.00,,B-V,2.86,,Turnbull,2.05,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.222,0.280,0,3.025,0.238,0,2.864,0.292,0,,,,,,,,,,,,
136,HIP 46853,HIP 46853,HD 82328,GJ 354 A,2MASS J09325151+5140384 A,1,1,1,0,0,0,0,09h32m52.33s,143.218022,+51d40m43.0s,51.678602,13.48,,,3.160,0.020,VT,0.470,0.020,BVT-G-Red,F6IV,8.450,0.060,V-K,09329+5141,,,0.00,-947.100,,-535.600,,165.459793,45.651883,1.140,0.050,1966CoLPL...4...99J,2.510,0.020,,0,F,MAINSEQ,2.91,,215.61,,0.00,,30.32,,6334.00,,Gray,2.41,,Turnbull,1.73,,Turnbull,3.80,,Gray,,,,I,,,,,1,0,,1,0,1,0,0,2,0,2.280,0.286,0,2.079,0.184,0,1.970,0.248,0,,,,,,,,,,,,
137,HIP 47080,HIP 47080,HD 82885,GJ 356 A,2MASS J09353959+3548366 A,1,1,1,0,0,0,0,09h35m40.03s,143.916781,+35d48m38.8s,35.810767,11.37,,,5.390,0.020,VT,0.770,0.000,G,G8IV-V,0.850,0.060,V-K,09357+3549,,,0.00,-730.000,,-260.600,,188.495207,47.803830,1.690,0.050,1989A&A...215..305A,5.110,0.020,,0,G,MAINSEQ,0.92,,80.89,,0.00,,30.05,,5370.00,,Gray,1.06,,Turnbull,0.96,,Turnbull,4.40,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,4.059,0.410,0,3.718,0.338,0,3.690,0.018,0,,,,,,,,,,,,
138,HIP 47592,HIP 47592,HD 84117,GJ 364,2MASS J09421443-2354563,1,1,1,0,1,1,0,09h42m14.67s,145.561131,-23d54m58.4s,-23.916209,15.01,,,4.920,0.020,VT,0.530,0.000,G,G0V,2.110,0.100,B-V,,,,0.00,-399.200,,263.200,,256.699052,21.524241,,,,4.040,0.020,,0,G,MAINSEQ,1.45,,96.68,,0.00,,30.58,,6152.00,,2005ApJS..159..141V,1.25,,2007ApJS..168..297T,1.12,,2007ApJS..168..297T,4.32,,2007ApJS..168..297T,4.000,,2007ApJS..168..297T,I,-0.070,,,[Fe/H],1,0,,1,0,1,0,0,2,3,4.076,0.338,0,3.728,0.242,0,3.722,0.250,0,,,,,,,,,,,,
139,HIP 48319,HIP 48319,HD 84999,,2MASS J09505935+5902192,0,1,0,0,0,0,0,09h50m59.36s,147.747330,+59d02m19.4s,59.038734,35.27,0.81,-0.85,3.810,,,0.290,,,F0,,,,09510+5902,11.80000,7.700,,-294.450,0.490,-151.750,0.380,154.310681,45.572523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.265,0.230,0,3.121,0.246,0,3.153,0.274,0,,,,,,,,,,,,
140,HIP 49081,HIP 49081,HD 86728,GJ 376,2MASS J10010072+3155262,1,0,1,0,0,1,0,10h01m01.02s,150.254251,+31d55m29.0s,31.924715,15.05,,,5.370,0.020,VT,0.670,0.020,BVT-Red,G1V,1.470,0.100,B-V,10010+3155,,,0.00,-529.200,,-428.900,,195.014020,52.854735,,,,4.490,0.030,,0,G,MAINSEQ,1.21,,80.59,,0.00,,30.64,,5700.00,,2005ApJS..159..141V,1.06,,2007ApJS..168..297T,0.96,,2007ApJS..168..297T,4.40,,2007ApJS..168..297T,9.520,,2007ApJS..168..297T,VI,0.200,,,[Fe/H],1,0,,1,0,1,0,0,2,4,4.267,0.328,0,4.040,0.258,0,3.821,0.036,0,,,,,,,,,,,,
141,HIP 49593,HIP 49593,HD 87696,GJ 378.3,2MASS J10072573+3514409,1,1,0,0,0,0,0,10h07m25.73s,151.857188,+35d14m40.9s,35.244692,28.24,0.29,-0.28,4.490,0.010,G,0.190,0.010,G,A7V,10.680,0.050,V-K,,,,0.01,51.000,,0.600,,189.471778,54.259966,0.410,0.050,1979AJ.....84.1846G,2.240,0.020,,0,A,MAINSEQ,3.27,,115.70,,0.00,,31.90,,7839.00,,Gray,1.77,,Turnbull,1.84,,Turnbull,4.07,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,4.269,0.250,0,4.046,0.036,0,4.004,0.036,0,,,,,,,,,,,,
142,HIP 49669,HIP 49669,HD 87901,GJ 9316 A,2MASS J10082229+1158018,1,1,0,0,0,0,0,10h08m22.46s,152.093581,+11d58m01.9s,11.967195,24.31,0.25,-0.24,1.410,0.010,VT-G,-0.040,0.010,BVT-G-Blue,B7V,215.450,0.030,V-K,10084+1158,,,0.01,-249.400,,4.900,,226.427865,48.934782,-0.150,0.010,DENIS,-0.520,0.030,,0,B,MAINSEQ,14.68,,603.71,,0.00,,32.08,,11962.00,,Gray,3.42,,Turnbull,3.97,,Turnbull,3.56,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,1.665,0.314,0,1.658,0.186,0,1.640,0.212,0,,,,,,,,,,,,
143,HD 87883,HIP 49699,HD 87883,,2MASS J10084315+3414322,1,1,1,0,0,1,1,10h08m43.18s,152.179937,+34d14m32.7s,34.242406,18.20,0.18,-0.18,7.550,0.020,VT,0.990,0.020,BVT-Red,K0,0.350,0.050,V-K,,,,0.01,-64.500,,-60.300,,191.186355,54.540662,2.240,0.030,2MASS,6.250,0.040,,0,K,MAINSEQ,0.59,,32.47,,0.00,,31.25,,4958.00,,2005ApJS..159..141V,0.78,,2007ApJS..168..297T,0.80,,2007ApJS..168..297T,4.56,,2007ApJS..168..297T,9.840,,2007ApJS..168..297T,I,0.070,,,[Fe/H],1,0,,3,0,1,2,0,2,3,5.839,0.020,0,5.441,0.045,0,5.314,0.020,0,5.363,0.149,0,5.151,0.071,0,5.307,0.015,0,5.262,0.034,0
144,HIP 49908,HIP 49908,HD 88230,GJ 380,2MASS J10112218+4927153,1,0,0,0,1,0,0,10h11m23.36s,152.847346,+49d27m19.7s,49.455464,4.87,,,6.600,0.020,VT,1.340,0.020,BVT-Red,K7.0V,0.110,0.060,V-K,10114+4927,,,0.00,-1361.500,,-505.000,,165.862334,52.148327,3.340,0.050,1965ApJ...141..170J,8.160,0.030,,0,K,MAINSEQ,0.33,,67.09,,0.00,,29.01,,4109.00,,V-K,0.64,,Turnbull,0.56,,Turnbull,,,,,,,A,,,,,1,0,,1,0,1,0,0,3,2,3.894,0.290,0,3.298,0.260,0,2.962,0.288,0,,,,,,,,,,,,
145,HIP 50191,HIP 50191,HD 88955,,2MASS J10144416-4207189,0,1,0,0,0,0,0,10h14m44.15s,153.683975,-42d07m19.0s,-42.121941,31.53,0.54,-0.56,3.850,,,0.050,,,A1 V,,,,,,,,-150.600,0.800,50.900,0.800,274.324760,11.882386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.858,0.264,0,3.713,0.244,0,3.775,0.282,0,,,,,,,,,,,,
146,HD 89307,HIP 50473,HD 89307,,2MASS J10182131+1237160,0,0,1,0,0,1,1,10h18m21.29s,154.588699,+12d37m16.0s,12.621108,32.04,0.05,-0.05,7.009,0.011,,0.590,0.020,,G0,,,,,,,,-272.400,0.100,-39.400,0.100,227.304203,51.395667,,,,,,,,,,,,,,,,,,5955.00,14.00,,1.10,0.01,,1.27,0.12,,4.46,0.04,,,,,,-0.130,,,[Fe/H],1,0,,3,0,1,2,0,1,0,5.891,0.021,0,5.645,0.021,0,5.564,0.026,0,5.555,0.152,0,5.444,0.060,0,5.626,0.016,0,5.527,0.036,0
147,HIP 50564,HIP 50564,HD 89449,GJ 388.1,2MASS J10194419+1928157,1,1,0,0,1,0,0,10h19m44.31s,154.934626,+19d28m17.2s,19.471436,21.37,0.22,-0.21,4.780,0.020,VT,0.450,0.010,G,F6IV,4.750,0.100,B-V,10197+1928,,,0.01,-230.000,,-214.700,,217.121862,54.477139,,,,3.130,0.030,,0,F,MAINSEQ,2.18,,102.05,,0.00,,31.32,,6476.00,,Gray,1.73,,Turnbull,1.49,,Turnbull,4.08,,Gray,,,,A,,,,,1,0,,1,0,1,0,0,2,0,4.037,0.292,0,3.944,0.230,0,4.020,0.314,0,,,,,,,,,,,,
148,HIP 50954,HIP 50954,HD 90589,GJ 391,2MASS J10242373-7401536,1,1,1,0,0,0,0,10h24m23.74s,156.098919,-74d01m53.6s,-74.031545,16.22,,,3.980,0.020,VT,0.370,0.020,G,F2/3IV/V,5.620,0.060,V-K,,,,0.00,-16.100,,-27.600,,293.161674,-14.018345,0.900,0.050,Koornneef,2.930,0.020,,0,F,MAINSEQ,2.37,,146.18,,0.00,,30.70,,6885.00,,Gray,1.67,,Turnbull,1.56,,Turnbull,4.24,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,3.473,0.268,0,3.235,0.196,0,3.252,0.324,0,,,,,,,,,,,,
149,HIP 51459,HIP 51459,HD 90839,GJ 395,2MASS J10303759+5558501,1,1,1,0,1,1,0,10h30m37.76s,157.657351,+55d58m50.2s,55.980618,12.78,,,4.820,0.020,VT,0.540,0.010,G,F8V,1.680,0.060,V-K,10306+5559,,,0.00,-177.000,,-33.500,,154.291362,51.702948,1.280,0.050,1991ApJ...368..264A,4.290,0.020,,0,F,MAINSEQ,1.29,,101.28,,0.00,,30.22,,6126.00,,2005ApJS..159..141V,1.15,,2007ApJS..168..297T,1.12,,2007ApJS..168..297T,4.39,,2007ApJS..168..297T,2.680,,2007ApJS..168..297T,I,-0.070,,,[Fe/H],1,0,,1,0,1,0,0,3,0,4.033,0.218,0,3.758,0.198,0,3.644,0.222,0,,,,,,,,,,,,
150,HIP 51986 A,HIP 51986 A,HD 92139,,2MASS J10371812-4813321 A,1,1,0,0,0,0,0,10h37m18.26s,159.326070,-48d13m32.2s,-48.225616,26.84,0.27,-0.27,3.830,0.020,VT-G,0.300,0.020,BVT-G-Blue,A3MF0-F2,17.250,0.060,V-K,10373-4814,0.40000,1.630,0.01,-131.500,,-1.600,,281.063496,8.868557,0.690,0.050,Koornneef,1.690,0.040,,1,A,MAINSEQ,4.15,,154.76,,0.00,,31.77,,7274.00,,Gray,2.61,,Turnbull,2.08,,Turnbull,4.05,,Gray,,,,,,,,,1,0,,1,0,1,0,0,1,0,3.370,0.280,0,3.170,0.208,0,3.105,0.286,0,,,,,,,,,,,,
151,HIP 52727 A,HIP 52727 A,HD 93497,,2MASS J10464619-4925128 A,0,1,0,0,0,0,0,10h46m46.18s,161.692413,-49d25m12.9s,-49.420254,35.49,0.61,-0.63,2.690,,,0.900,,,G5 IIIA,,,,10468-4925,2.00000,2.830,,74.200,2.400,-54.900,2.100,283.026848,8.572455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,1.154,0.282,0,0.694,0.316,0,0.616,0.342,0,,,,,,,,,,,,
152,HIP 53229,HIP 53229,HD 94264,,2MASS J10531870+3412538,1,1,0,0,0,0,0,10h53m18.64s,163.327666,+34d12m56.0s,34.215566,29.09,0.29,-0.29,3.790,0.020,VT,1.040,0.010,G,K0III-IV,30.730,0.060,V-K,,,,0.01,92.500,,-286.100,,190.009008,63.733562,2.400,0.050,1966CoLPL...4...99J,1.470,0.030,,0,GIANT,GIANT,5.54,,190.60,,0.00,,32.35,,4833.00,,V-K,7.90,,Turnbull,2.41,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.047,9.996,0,1.426,0.190,0,1.530,9.996,0,,,,,,,,,,,,
153,HIP 53253,HIP 53253,HD 94510,GJ 404.1,2MASS J10532966-5851113,1,1,0,0,0,0,0,10h53m29.57s,163.373193,-58d51m11.8s,-58.853265,29.13,,,3.780,0.000,G,0.950,0.010,G,K1III,28.480,0.050,V-K,10535-5851,,,0.00,79.800,,38.600,,288.181876,0.599037,2.200,0.050,Koornneef,1.460,0.010,,0,GIANT,GIANT,5.34,,183.21,,0.00,,32.26,,5014.00,,V-K,7.07,,Turnbull,2.36,,Turnbull,,,,,,,,,,,,1,0,,1,0,1,0,0,1,0,2.125,0.348,0,1.681,0.244,0,1.581,0.278,0,,,,,,,,,,,,
154,47 UMa,HIP 53721,HD 95128,GJ 407,2MASS J10592802+4025485,1,1,1,0,1,1,3,10h59m28.22s,164.867566,+40d25m48.4s,40.430123,14.06,,,5.030,0.020,VT,0.610,0.020,BVT-Red,G0V,1.710,0.100,B-V,,,,0.00,-315.900,,55.100,,175.782189,63.369887,,,,4.290,0.020,,0,G,MAINSEQ,1.31,,93.11,,0.00,,30.46,,5882.00,,2005ApJS..159..141V,1.24,,2007ApJS..168..297T,1.06,,2007ApJS..168..297T,4.31,,2007ApJS..168..297T,6.480,,2007ApJS..168..297T,,0.040,,,[Fe/H],1,0,,7,0,1,6,0,2,3,3.960,0.296,0,3.736,0.224,0,3.750,0.340,0,3.556,0.353,0,3.143,0.314,0,3.586,0.015,0,3.553,0.021,0
155,HIP 53910,HIP 53910,HD 95418,GJ 9343,2MASS J11015046+5622566,1,1,0,0,1,0,0,11h01m50.39s,165.459961,+56d22m56.4s,56.382345,24.45,,,2.350,0.000,VT,0.030,0.000,BVT-Blue,A1V,74.990,0.050,V-K,,,,0.00,81.700,,33.700,,149.166483,54.804087,0.000,0.050,1966CoLPL...4...99J,0.400,0.010,,0,A,MAINSEQ,8.66,,354.18,,0.00,,31.88,,9342.00,,Gray,3.30,,Turnbull,3.03,,Turnbull,3.70,,Gray,,,,,,,,,1,0,,1,0,1,0,0,2,0,2.269,0.244,0,2.359,0.164,0,2.285,0.244,0,,,,,,,,,,,,
